标题,标题链接,头像,字段1,xi2,num,字段2,字段3,new
蛋疼了，有没有会地图设计的人才,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=656487&extra=page%3D19,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-24,6,936,bengl,,
想参加丁颖杯比赛，可是没有队友怎么办-_-///,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=685239&extra=page%3D19,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-8-3,7,1455,bengl,,
【出租.天河.石牌东】石牌东路+一房一厅+2000+ 限女生、情侣,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660569&extra=page%3D19,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-12,4,1183,bengl,,
招聘软件开发实习生,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=692510&extra=page%3D19,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-8-8,1,598,bengl,,
建立股票研究小组,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=694340&extra=page%3D19,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-8-10,0,458,zcd83,,
现在暑假，华山沁香园现在还开吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=680702&extra=page%3D19,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-31,4,810,cjmzq,,
华农为什么现在才引进ACCA专业,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=691810&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-8-7,6,2692,诗无邪,,
招贤,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=693143&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-8-8,0,488,真心到永远,,
【医保】刚毕业的师兄求问华农医保有效期是到几时？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=663539&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-18,5,960,创创泽泽周周,,
华农附近哪里有比较便宜的短租房啊,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=640057&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-4-14,6,3004,爆炒太阳,,
刚刚入学的研一狗，求一枚win8的锐捷客户端,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=680741&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-31,3,925,橙恩珈,,
暑假在校学习求地方介绍,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=680553&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-31,1,565,giants,,
华农日租房在哪呀,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=673606&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-28,6,2227,1.2.3木头人,,
暑假留校复习考研，求有空调和安静的地方备考,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=657002&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-26,27,3112,bbq34283115,,
关注｜行政楼前新到货空调主要用于各院系，学生宿舍空调用电负荷数申请取得新进展,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658828&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,29,21793,15届跆拳道协会,,
向下学期大四不回校的实习生求租宿舍床位,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=673193&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-28,5,962,赵铭杨cheer狂恋,,
行政楼教务处办英文学历证明的那里，暑假还上班么？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659424&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-6,5,1026,广东校园白条,,
求：有人知道科比什么时候来吗？是不是真的呀！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=672893&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-27,11,858,HXQtalent,,
kfdsklkfdsklkfdsklkfdsklkfdsklkfdsklkfdsklkfdsklkfdsklkfdskl,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=664916&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-21,1,681,cr8310198,,
6月19号教三附近捡到羊城通一张，施主快来,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=656936&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-25,1,795,华农铛铛秀,,
【求助】求华农求婚胜地,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660689&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-12,14,983,yuxian3000,,
华山游泳池的开放时间，谢谢~,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=661430&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-15,5,1240,新时代的烟花,,
在校外看的病能回华农医保报销吗……,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=631306&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-3-7,10,1706,土豆2013,,
7.25周六，约跑顺德古村（名额已满）,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=665488&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-22,12,1059,华农铛铛秀,,
某某辅导员？？这辅导员？？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659069&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-4,12,13964,正则小王子,,
下学期分学院了，那综合测评怎么办？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=621604&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-1-22,10,2197,·紅顏、,,
请问哪个学院大一上学期上大学计算机基础这门课的QAQ,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=663642&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-19,2,680,屋顶的月光,,
请问学校保卫处户籍管理处在暑假期间的上班时间,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660502&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-11,14,1484,成长中的我--,,
还是来吐个槽正方,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=661834&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-16,17,1503,深海_,,
请问毕业了，校园卡还可以用来进图书管吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=661192&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-14,8,1276,swannie,,
华山，有谁宿舍有空床位可以再进一个人吗,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=657532&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-28,14,2442,Gukangyuan,,
谁知道临时饭卡？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=525495&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2013-9-27,5,1115,番茄布布,,
年底考研，暑假想报班巩固基础，学校附近有哪些考研班可以报？求推荐，求组队,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=661012&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-14,5,795,bbq34283115,,
华农保安又火啦，校门口的车全部剪锁扔到保卫处去认领,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=335097&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2012-7-14,41,4781,瘦医_LHB,,
想问一下红满堂的pt站怎么了？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=661172&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-14,1,466,skydownshit,,
求心理老师蔡瑾的联系方式,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660965&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-13,2,762,嘉晨曦,,
向准备大四去实习的师弟或者去做实验的研究生师兄求组宿舍床位,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=661093&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-14,0,643,最近比较菜,,
关于饮食中心各食堂/面点部暑假营业安排的通知,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660975&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-14,1,1347,ruijan001,,
无题,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660366&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-11,4,1369,tangjuzao,,
社区新人发表疑问，刚好十五个字啊,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660737&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-13,2,434,郝楠仁,,
无题,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660519&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-11,3,800,会计小白,,
求一一起健身的小伙伴,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=613579&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-1-1,8,1173,焕荣_华农知子,,
咱学校附近哪有环境好的健身房？求好心师姐师兄解答，标题要长,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=580139&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2014-9-4,13,1890,LSQ,,
第二届全国大学生明信片漂流活动,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660512&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-11,0,625,蔓延旅行,,
那天，心情好怀念，他们在哪里啦!!!,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658028&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-30,11,1250,奔腾骏马,,
重修学渣求计量经济学重点,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659610&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-7,3,653,碌木,,
很严肃地问，不会游泳，体育会挂吗？！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=654242&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-13,44,3416,物语血殇,,
【两房一厅转租啦】,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660405&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-11,0,640,huangyuying,,
数学分析,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660327&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-10,7,614,小小超人1238,,
放假,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660262&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-10,2,511,石璐（鹿）,,
高水平大学建设,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658711&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,14,1888,yuxian3000,,
关于2015年暑假图书馆开馆时间安排的通知,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=660214&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-10,0,1430,郝楠仁,,
暑假云贵地区公益助学活动,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659242&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-6,3,905,奔跑吧异常,,
怎么拿到在校证明啊？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659072&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-5,9,1716,sherry0,,
【求助】今天的公共选修课找不到自己想选的课程！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659105&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-5,17,2232,hwyong902,,
天河面包车出租，搬家货运,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=652790&extra=page%3D20,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-6,10,1170,王书百,,
田家炳健身年卡,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=589225&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2014-10-10,5,1418,执子游城,,
校园宿舍招租,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659689&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-7,0,595,何伟华,,
今天英语考试在听力盒子里面放了一个小条,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658649&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-2,8,1188,Ghost_powerful,,
求租借校园卡一张,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659033&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-4,3,715,,,
有信息学院的吗//？？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659187&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-5,3,616,dy521,,
信息学院软件学院的同学看过来,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658247&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-1,15,1398,z1776372138,,
毕业清理，单车出售,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=657527&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-28,5,1106,看客一枚,,
"大学四年总结.学弟学妹可以看看.学习,兼职,生活,实习,工作...",http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=657436&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-27,37,3248,怒送十血,,
教三暑假开放吗？,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659128&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-5,2,721,华农星锋兼职,,
求工程学院李长友老师的联系电话，急！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659144&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-5,0,547,七公,,
你喜欢你的辅导员吗？???????????????,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=83733&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/pollsmall.gif,2009-6-1,226,24601,zaaaaa,,
学校邮箱怎么找回密码啊啊啊,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=659039&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-4,1,508,郝楠仁,,
C兄暑期安全警示：大学城男厕现女尸 疑似前失踪女学生,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=657845&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-29,8,1163,雷勋杰,,
没有空调可以忍受，但是没有WiFi绝对不能忍！！！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658787&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,3,901,shijianzhou,,
大家好我是来带节奏的,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658860&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,5,655,马甲127,,
求李泽华老师电话或者邮件！！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658939&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-4,1,412,LukeShaw,,
111111111111,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658645&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-2,3,1089,冲天飞,,
新人过来凑凑热闹！,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658866&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,1,508,紫夜,,
“晒一寸照”赢取拍立得,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658779&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,1,355,小小超人1238,,
抢过微信红包的人都戳进来,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=658780&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-7-3,0,351,zcsp12345,,
1111,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=655384&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-18,3,750,Ghost_powerful,,
启林女生宿舍暑假求租,http://hometown.scau.edu.cn/forum.php?mod=viewthread&tid=657530&extra=page%3D21,http://hometown.scau.edu.cn/static/image/common/folder_common.gif,2015-6-28,5,959,lhxy,,
